date,pv_change_fiscal_event,G,T,Positive_G,Negative_G,Positive_T,Negative_T,LLM_Driver,LLM_Explanation
1951-10-22,8.174552633300157,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1951-10-22 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1951-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-07,-6.86212231362869,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1951-11-07 is not related to a specific government spending (G) or tax change (T). It appears to be a random date without any notable fiscal events.
1951-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-12,7.540256024757084,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1951-11-12 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1951-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-19,22.37216991303331,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1951-11-19 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1951-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-17,-5.963074653037935,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1951-12-17 is not related to a specific government spending (G) or tax change (T). It appears to be a random date without any notable fiscal events.
1951-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1951-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-02,-9.631290671991568,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-01-02 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date and does not correspond to any notable fiscal policy changes or events in macroeconomic history.
1952-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-09,-10.00850414873163,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-01-09 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date and does not correspond to any notable fiscal policy changes or events in macroeconomic history.
1952-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-14,-10.12251247820955,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-01-14 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date and does not correspond to any notable fiscal policy changes or events in macroeconomic history.
1952-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-17,7.854087517590341,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-01-17 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-21,-1.259040807809495,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-01-21 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-15,1.261188926953299,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-02-15 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-03-28,-0.2017285080530844,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-03-28 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-04,0.6813688217943131,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-04-04 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date and does not correspond to any notable fiscal policy changes or events in macroeconomic history.
1952-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-09,0.1339133925799199,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-05-09 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-15,-6.231748803414569,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-05-15 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-05-29,0.1954038619371567,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-05-29 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-05-30,-1.306429618721315,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1952-05-30 does not appear to be related to any significant government spending (G), tax changes (T), or notable fiscal event. It is possible that this date corresponds to a minor administrative action or a non-fiscal event."
1952-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-05,-0.8552478264805318,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-06-05 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-07,-3.616112314646687,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-07-07 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date and does not correspond to any notable fiscal policy changes or events in history.
1952-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-13,-0.2590402221844994,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-08-13 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-21,0.0841947970340065,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-08-21 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-22,14.7457243842783,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-10-22 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-10-31,6.238597624491675,0.0,0.0,0.0,0.0,0.0,0.0,N,"The date 1952-10-31 is not related to a government spending (G) or tax change (T) event. October 31st, 1952, marks Halloween, a cultural celebration with no direct connection to fiscal policy."
1952-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-07,17.82824953892727,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-11-07 is not related to a specific government spending (G) or tax change (T). It appears to be a random date without any notable fiscal events.
1952-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-11,3.66157837706416,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-11-11 is not related to a specific government spending (G) or tax change (T). It appears to be a random date and does not correspond to any notable fiscal event in history.
1952-11-12,-20.82620985419088,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-11-12 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1952-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-11-28,3.52436295194128,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-11-28 is not related to a specific government spending (G) or tax change (T). It appears to be a random date without any notable fiscal events.
1952-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-02,-5.601467531840597,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-12-02 is not related to a specific government spending (G) or tax change (T). It appears to be a random date without any notable fiscal events.
1952-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-15,2.384622606090961,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1952-12-15 is not related to a specific government spending (G) or tax change (T). It appears to be a random date without any notable fiscal events.
1952-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1952-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1953-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1953-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1953-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1953-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1953-01-07,-6.365331197542548,0.0,0.0,0.0,0.0,0.0,0.0,N,The date 1953-01-07 is not related to a specific government spending (G) or tax change (T) event. It appears to be a random date without any notable fiscal events.
1953-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
1953-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,
